Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,10,225.0,200.0,220.0,220.0,250.0
2000-01-02,10,225.0,200.0,220.0,220.0,250.0
2000-01-03,10,225.0,200.0,220.0,220.0,250.0
2000-01-04,10,225.0,200.0,220.0,220.0,250.0
2000-01-05,10,225.0,200.0,220.0,220.0,250.0
2000-01-06,10,225.0,200.0,220.0,220.0,250.0
2000-01-07,10,225.0,200.0,220.0,220.0,250.0
2000-01-08,10,225.0,200.0,220.0,220.0,250.0
2000-01-09,10,225.0,200.0,220.0,220.0,250.0
2000-01-10,10,225.0,200.0,220.0,220.0,250.0
2000-01-11,10,225.0,200.0,220.0,220.0,250.0
2000-01-12,10,225.0,200.0,220.0,220.0,250.0
2000-01-13,10,225.0,200.0,220.0,220.0,250.0
2000-01-14,10,225.0,200.0,220.0,220.0,250.0
2000-01-15,10,225.0,200.0,220.0,220.0,250.0
2000-01-16,10,225.0,200.0,220.0,220.0,250.0
2000-01-17,10,225.0,200.0,220.0,220.0,250.0
2000-01-18,10,225.0,200.0,220.0,220.0,250.0
2000-01-19,10,225.0,200.0,220.0,220.0,250.0
2000-01-20,10,225.0,200.0,220.0,220.0,250.0
2000-01-21,10,225.0,200.0,220.0,220.0,250.0
2000-01-22,10,225.0,200.0,220.0,220.0,250.0
2000-01-23,10,225.0,200.0,220.0,220.0,250.0
2000-01-24,10,225.0,200.0,220.0,220.0,250.0
2000-01-25,10,225.0,200.0,220.0,220.0,250.0
2000-01-26,10,225.0,200.0,220.0,220.0,250.0
2000-01-27,10,225.0,200.0,220.0,220.0,250.0
2000-01-28,10,225.0,200.0,220.0,220.0,250.0
2000-01-29,10,225.0,200.0,220.0,220.0,250.0
2000-01-30,10,225.0,200.0,220.0,220.0,250.0
2000-01-31,10,225.0,200.0,220.0,220.0,250.0
2000-02-01,10,225.0,200.0,220.0,220.0,250.0
2000-02-02,10,225.0,200.0,220.0,220.0,250.0
2000-02-03,10,225.0,200.0,220.0,220.0,250.0
2000-02-04,10,225.0,200.0,220.0,220.0,250.0
2000-02-05,10,225.0,200.0,220.0,220.0,250.0
2000-02-06,10,225.0,200.0,220.0,220.0,250.0
2000-02-07,10,225.0,200.0,220.0,220.0,250.0
2000-02-08,10,225.0,200.0,220.0,220.0,250.0
2000-02-09,10,225.0,200.0,220.0,220.0,250.0
2000-02-10,10,225.0,200.0,220.0,220.0,250.0
2000-02-11,10,225.0,200.0,220.0,220.0,250.0
2000-02-12,10,225.0,200.0,220.0,220.0,250.0
2000-02-13,10,225.0,200.0,220.0,220.0,250.0
2000-02-14,10,225.0,200.0,220.0,220.0,250.0
2000-02-15,10,225.0,200.0,220.0,220.0,250.0
2000-02-16,10,225.0,200.0,220.0,220.0,250.0
2000-02-17,10,225.0,200.0,220.0,220.0,250.0
2000-02-18,10,225.0,200.0,220.0,220.0,250.0
2000-02-19,10,225.0,200.0,220.0,220.0,250.0
2000-02-20,10,225.0,200.0,220.0,220.0,250.0
2000-02-21,10,225.0,200.0,220.0,220.0,250.0
2000-02-22,10,225.0,200.0,220.0,220.0,250.0
2000-02-23,10,225.0,200.0,220.0,220.0,250.0
2000-02-24,10,225.0,200.0,220.0,220.0,250.0
