Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,10,225.0,200.0,220.0,220.0,250.0
2000-01-02,11,225.0,200.0,220.0,220.0,250.0
2000-01-03,12,225.0,200.0,220.0,220.0,250.0
2000-01-04,13,225.0,200.0,220.0,220.0,250.0
2000-01-05,14,225.0,200.0,220.0,220.0,250.0
2000-01-06,15,225.0,200.0,220.0,220.0,250.0
2000-01-07,16,225.0,200.0,220.0,220.0,250.0
2000-01-08,17,225.0,200.0,220.0,220.0,250.0
2000-01-09,18,225.0,200.0,220.0,220.0,250.0
2000-01-10,19,225.0,200.0,220.0,220.0,250.0
2000-01-11,20,225.0,200.0,220.0,220.0,250.0
2000-01-12,21,225.0,200.0,220.0,220.0,250.0
2000-01-13,22,225.0,200.0,220.0,220.0,250.0
2000-01-14,23,225.0,200.0,220.0,220.0,250.0
2000-01-15,24,225.0,200.0,220.0,220.0,250.0
2000-01-16,25,225.0,200.0,220.0,220.0,250.0
2000-01-17,26,225.0,200.0,220.0,220.0,250.0
2000-01-18,27,225.0,200.0,220.0,220.0,250.0
2000-01-19,28,225.0,200.0,220.0,220.0,250.0
2000-01-20,29,225.0,200.0,220.0,220.0,250.0
2000-01-21,30,225.0,200.0,220.0,220.0,250.0
2000-01-22,31,225.0,200.0,220.0,220.0,250.0
2000-01-23,32,225.0,200.0,220.0,220.0,250.0
2000-01-24,33,225.0,200.0,220.0,220.0,250.0
2000-01-25,34,225.0,200.0,220.0,220.0,250.0
2000-01-26,35,225.0,200.0,220.0,220.0,250.0
2000-01-27,36,225.0,200.0,220.0,220.0,250.0
2000-01-28,37,225.0,200.0,220.0,220.0,250.0
2000-01-29,38,225.0,200.0,220.0,220.0,250.0
2000-01-30,39,225.0,200.0,220.0,220.0,250.0
2000-01-31,40,225.0,200.0,220.0,220.0,250.0
2000-02-01,41,225.0,200.0,220.0,220.0,250.0
2000-02-02,42,225.0,200.0,220.0,220.0,250.0
2000-02-03,43,225.0,200.0,220.0,220.0,250.0
2000-02-04,44,225.0,200.0,220.0,220.0,250.0
2000-02-05,45,225.0,200.0,220.0,220.0,250.0
2000-02-06,46,225.0,200.0,220.0,220.0,250.0
2000-02-07,47,225.0,200.0,220.0,220.0,250.0
2000-02-08,48,225.0,200.0,220.0,220.0,250.0
2000-02-09,49,225.0,200.0,220.0,220.0,250.0
2000-02-10,50,225.0,200.0,220.0,220.0,250.0
2000-02-11,51,225.0,200.0,220.0,220.0,250.0
2000-02-12,52,225.0,200.0,220.0,220.0,250.0
2000-02-13,53,225.0,200.0,220.0,220.0,250.0
2000-02-14,54,225.0,200.0,220.0,220.0,250.0
2000-02-15,55,225.0,200.0,220.0,220.0,250.0
2000-02-16,56,225.0,200.0,220.0,220.0,250.0
2000-02-17,57,225.0,200.0,220.0,220.0,250.0
2000-02-18,58,225.0,200.0,220.0,220.0,250.0
2000-02-19,59,225.0,200.0,220.0,220.0,250.0
2000-02-20,60,225.0,200.0,220.0,220.0,250.0
2000-02-21,61,225.0,200.0,220.0,220.0,250.0
2000-02-22,62,225.0,200.0,220.0,220.0,250.0
2000-02-23,63,225.0,200.0,220.0,220.0,250.0
2000-02-24,64,225.0,200.0,220.0,220.0,250.0
2000-02-25,65,225.0,200.0,220.0,220.0,250.0
2000-02-26,66,225.0,200.0,220.0,220.0,250.0
2000-02-27,67,225.0,200.0,220.0,220.0,250.0
2000-02-28,68,225.0,200.0,220.0,220.0,250.0
2000-02-29,69,225.0,200.0,220.0,220.0,250.0
2000-03-01,70,225.0,200.0,220.0,220.0,250.0
2000-03-02,71,225.0,200.0,220.0,220.0,250.0
2000-03-03,72,225.0,200.0,220.0,220.0,250.0
2000-03-04,73,225.0,200.0,220.0,220.0,250.0
2000-03-05,74,225.0,200.0,220.0,220.0,250.0
2000-03-06,75,225.0,200.0,220.0,220.0,250.0
2000-03-07,76,225.0,200.0,220.0,220.0,250.0
2000-03-08,77,225.0,200.0,220.0,220.0,250.0
2000-03-09,78,225.0,200.0,220.0,220.0,250.0
2000-03-10,79,225.0,200.0,220.0,220.0,250.0
2000-03-11,80,225.0,200.0,220.0,220.0,250.0
