Date,Open,High,Low,Close,Adj Close,Volume
2012-02-12,4.350000,4.460000,4.160000,4.280000,4.280000,5131
2012-02-13,4.280000,4.310000,4.050000,4.090000,4.090000,3382
2012-02-14,4.090000,4.090000,3.220000,3.450000,3.450000,22253
2012-02-15,3.450000,3.700000,3.200000,3.200000,3.200000,9333
2012-02-16,3.200000,3.450000,3.050000,3.300000,3.300000,12103
2012-02-17,3.300000,3.580000,3.290000,3.290000,3.290000,5096
2012-02-18,3.290000,3.480000,3.210000,3.290000,3.290000,4493
2012-02-19,3.290000,3.460000,3.210000,3.410000,3.410000,2458
2012-02-20,3.410000,3.440000,3.300000,3.370000,3.370000,4188
2012-02-21,3.370000,3.390000,3.180000,3.250000,3.250000,5597
2012-02-22,3.250000,3.500000,3.260000,3.460000,3.460000,11880
2012-02-23,3.460000,3.990000,3.440000,3.780000,3.780000,4178
2012-02-24,3.780000,3.870000,3.650000,3.850000,3.850000,9981
2012-02-25,3.850000,3.870000,3.560000,3.560000,3.560000,4381
2012-02-26,3.560000,3.810000,3.570000,3.670000,3.670000,3432
2012-02-27,3.670000,3.800000,3.690000,3.760000,3.760000,1708
2012-02-28,3.760000,3.790000,3.620000,3.640000,3.640000,5282
2012-02-29,3.640000,3.730000,3.600000,3.710000,3.710000,9831
2012-03-01,3.710000,3.800000,3.710000,3.750000,3.750000,6759
2012-03-02,3.750000,3.800000,3.420000,3.530000,3.530000,5505
2012-03-03,3.530000,3.640000,3.430000,3.560000,3.560000,1529
2012-03-04,3.560000,3.750000,3.520000,3.700000,3.700000,1573
2012-03-05,3.700000,3.830000,3.640000,3.740000,3.740000,3766
2012-03-06,3.740000,3.900000,3.650000,3.840000,3.840000,6866
2012-03-07,3.840000,3.890000,3.700000,3.830000,3.830000,2667
2012-03-08,3.830000,3.850000,3.710000,3.820000,3.820000,7472
2012-03-09,3.820000,3.830000,3.710000,3.790000,3.790000,4841
2012-03-10,3.790000,3.800000,3.570000,3.700000,3.700000,6631
2012-03-11,3.700000,3.770000,3.560000,3.710000,3.710000,1764
2012-03-12,3.710000,3.810000,3.600000,3.650000,3.650000,4920
2012-03-13,3.650000,4.060000,3.650000,4.060000,4.060000,7262
2012-03-14,4.060000,4.260000,4.010000,4.230000,4.230000,5346
2012-03-15,4.230000,4.260000,4.010000,4.110000,4.110000,3810
2012-03-16,4.110000,4.220000,4.010000,4.200000,4.200000,7721
2012-03-17,4.200000,4.210000,3.980000,4.080000,4.080000,4656
2012-03-18,4.080000,4.140000,4.020000,4.100000,4.100000,2754
2012-03-19,4.100000,4.120000,3.500000,3.590000,3.590000,10077
2012-03-20,3.590000,3.770000,3.590000,3.760000,3.760000,5327
2012-03-21,3.760000,3.750000,3.640000,3.640000,3.640000,3748
2012-03-22,3.640000,3.760000,3.570000,3.600000,3.600000,8784
2012-03-23,3.600000,3.710000,3.570000,3.620000,3.620000,8802
2012-03-24,3.620000,3.650000,3.560000,3.590000,3.590000,4606
2012-03-25,3.590000,3.600000,3.320000,3.440000,3.440000,7622
2012-03-25,3.440000,3.630000,3.350000,3.530000,3.530000,10621
2012-03-26,3.530000,3.710000,3.470000,3.710000,3.710000,7968
2012-03-27,3.710000,3.710000,3.590000,3.630000,3.630000,9564
2012-03-28,3.630000,3.700000,3.600000,3.700000,3.700000,6808
2012-03-29,3.700000,3.750000,3.600000,3.750000,3.750000,4577
2012-03-30,3.750000,3.750000,3.680000,3.730000,3.730000,1277
2012-03-31,3.730000,3.740000,3.620000,3.660000,3.660000,4004
2012-04-01,3.660000,3.820000,3.620000,3.820000,3.820000,3825
2012-04-02,3.820000,3.820000,3.620000,3.810000,3.810000,6308
2012-04-03,3.810000,3.820000,3.720000,3.800000,3.800000,1158
2012-04-04,3.800000,3.840000,3.700000,3.820000,3.820000,5670
2012-04-05,3.820000,3.890000,3.700000,3.700000,3.700000,10792
2012-04-06,3.700000,3.870000,3.680000,3.680000,3.680000,4367
2012-04-07,3.680000,3.730000,3.630000,3.720000,3.720000,2139
2012-04-08,3.720000,3.760000,3.650000,3.730000,3.730000,1805
2012-04-09,3.730000,3.790000,3.650000,3.710000,3.710000,2402
2012-04-10,3.710000,3.850000,3.690000,3.820000,3.820000,7238
2012-04-11,3.820000,3.830000,3.740000,3.800000,3.800000,2227
2012-04-12,3.800000,3.820000,3.690000,3.800000,3.800000,5820
2012-04-13,3.800000,3.850000,3.710000,3.850000,3.850000,1950
2012-04-14,3.850000,3.850000,3.740000,3.800000,3.800000,2121
2012-04-15,3.800000,3.880000,3.710000,3.860000,3.860000,1325
2012-04-16,3.860000,3.920000,3.710000,3.900000,3.900000,13244
2012-04-17,3.900000,4.010000,3.850000,3.990000,3.990000,23109
2012-04-18,3.990000,4.040000,3.860000,3.980000,3.980000,7324
2012-04-19,3.980000,4.090000,3.970000,4.050000,4.050000,9628
2012-04-20,4.050000,4.100000,3.960000,4.010000,4.010000,2605
2012-04-21,4.010000,4.080000,3.920000,4.010000,4.010000,1109
2012-04-22,4.010000,4.030000,3.840000,3.840000,3.840000,5330
2012-04-23,3.840000,4.000000,3.830000,3.920000,3.920000,8133
2012-04-24,3.920000,4.000000,3.910000,4.000000,4.000000,2247
2012-04-25,4.000000,3.980000,3.860000,3.950000,3.950000,7611
2012-04-26,3.950000,3.960000,3.860000,3.950000,3.950000,12012
2012-04-27,3.950000,3.950000,3.760000,3.830000,3.830000,15984
2012-04-28,3.830000,3.820000,3.760000,3.800000,3.800000,731
2012-04-29,3.800000,3.840000,3.760000,3.830000,3.830000,2123
2012-04-30,3.830000,3.850000,3.760000,3.840000,3.840000,1319
2012-05-01,3.840000,3.920000,3.810000,3.810000,3.810000,3556
2012-05-02,3.810000,3.920000,3.800000,3.850000,3.850000,4417
2012-05-03,3.850000,4.010000,3.870000,3.970000,3.970000,6820
2012-05-04,3.970000,3.970000,3.890000,3.920000,3.920000,4184
2012-05-05,3.920000,3.970000,3.850000,3.940000,3.940000,7200
2012-05-06,3.940000,3.960000,3.860000,3.900000,3.900000,5303
2012-05-07,3.900000,3.940000,3.850000,3.910000,3.910000,2633
2012-05-08,3.910000,3.990000,3.900000,3.970000,3.970000,7206
2012-05-09,3.970000,3.980000,3.800000,3.820000,3.820000,6663
2012-05-10,3.820000,3.930000,3.800000,3.890000,3.890000,14712
2012-05-11,3.890000,3.910000,3.840000,3.890000,3.890000,3372
2012-05-12,3.890000,3.890000,3.840000,3.840000,3.840000,3881
2012-05-13,3.840000,3.900000,3.810000,3.900000,3.900000,5230
2012-05-14,3.900000,3.990000,3.880000,3.920000,3.920000,7369
2012-05-15,3.920000,3.990000,3.910000,3.920000,3.920000,5300
2012-05-16,3.920000,4.000000,3.910000,3.990000,3.990000,6527
2012-05-17,3.990000,4.140000,3.980000,4.130000,4.130000,17144
2012-05-18,4.130000,4.140000,4.010000,4.010000,4.010000,12969
2012-05-19,4.010000,4.030000,3.950000,4.030000,4.030000,6449
2012-05-20,4.030000,4.110000,4.000000,4.080000,4.080000,7390
2012-05-21,4.080000,4.100000,3.990000,4.090000,4.090000,8702
2012-05-22,4.090000,4.100000,3.990000,4.020000,4.020000,17330
2012-05-23,4.020000,4.090000,3.990000,4.000000,4.000000,8122
2012-05-24,4.000000,4.100000,4.030000,4.090000,4.090000,8239
2012-05-25,4.090000,4.200000,4.050000,4.050000,4.050000,8467
2012-05-26,4.050000,4.150000,4.100000,4.150000,4.150000,4265
2012-05-27,4.150000,4.200000,4.000000,4.040000,4.040000,13464
2012-05-28,4.040000,4.120000,4.040000,4.120000,4.120000,7060
2012-05-29,4.120000,4.150000,4.050000,4.140000,4.140000,6070
2012-05-30,4.140000,4.160000,4.070000,4.160000,4.160000,3761
2012-05-31,4.160000,4.230000,4.130000,4.160000,4.160000,9183
2012-06-01,4.160000,4.180000,4.130000,4.170000,4.170000,2851
2012-06-02,4.170000,4.280000,4.170000,4.240000,4.240000,6901
2012-06-03,4.240000,4.380000,4.200000,4.310000,4.310000,22583
2012-06-04,4.310000,4.450000,4.300000,4.360000,4.360000,19726
2012-06-05,4.360000,4.480000,4.370000,4.380000,4.380000,4893
2012-06-06,4.380000,4.530000,4.400000,4.470000,4.470000,12600
2012-06-07,4.470000,4.610000,4.470000,4.570000,4.570000,18311
2012-06-08,4.570000,4.620000,4.470000,4.510000,4.510000,6579
2012-06-09,4.510000,4.530000,4.430000,4.430000,4.430000,6112
2012-06-10,4.430000,4.500000,4.380000,4.500000,4.500000,6972
2012-06-11,4.500000,4.620000,4.420000,4.570000,4.570000,16240
2012-06-12,4.570000,4.860000,4.590000,4.840000,4.840000,15709
2012-06-13,4.840000,4.860000,4.690000,4.790000,4.790000,26113
2012-06-14,4.790000,5.240000,4.800000,5.240000,5.240000,17840
2012-06-15,5.240000,5.310000,5.090000,5.170000,5.170000,13359
2012-06-16,5.170000,5.240000,4.940000,5.030000,5.030000,13367
2012-06-17,5.030000,5.120000,4.900000,5.120000,5.120000,7108
2012-06-18,5.120000,5.200000,5.090000,5.140000,5.140000,9704
2012-06-19,5.140000,5.440000,5.040000,5.410000,5.410000,20925
2012-06-20,5.410000,5.440000,5.270000,5.330000,5.330000,22723
2012-06-21,5.330000,5.330000,5.160000,5.180000,5.180000,9868
2012-06-22,5.180000,5.320000,5.160000,5.270000,5.270000,6168
2012-06-23,5.270000,5.240000,5.060000,5.120000,5.120000,5154
2012-06-24,5.120000,5.080000,4.960000,5.000000,5.000000,8134
2012-06-25,5.000000,5.200000,4.970000,5.200000,5.200000,17114
2012-06-26,5.200000,5.380000,5.070000,5.190000,5.190000,9130
2012-06-27,5.190000,5.460000,5.150000,5.340000,5.340000,21710
2012-06-28,5.340000,5.490000,5.290000,5.430000,5.430000,23383
2012-06-29,5.430000,5.450000,5.340000,5.340000,5.340000,9143
2012-06-30,5.340000,5.400000,5.250000,5.300000,5.300000,7526
2012-07-01,5.300000,5.500000,5.300000,5.430000,5.430000,11567
2012-07-02,5.430000,5.440000,5.200000,5.250000,5.250000,26629
2012-07-03,5.250000,5.270000,5.200000,5.200000,5.200000,8369
2012-07-04,5.200000,5.350000,5.190000,5.330000,5.330000,13172
2012-07-05,5.330000,5.450000,5.270000,5.450000,5.450000,8656
2012-07-06,5.450000,5.620000,5.360000,5.600000,5.600000,19484
2012-07-07,5.600000,5.660000,5.410000,5.550000,5.550000,16414
2012-07-08,5.550000,5.750000,5.530000,5.750000,5.750000,19542
2012-07-09,5.750000,6.000000,5.600000,5.990000,5.990000,33526
2012-07-10,5.990000,5.990000,5.820000,5.930000,5.930000,10569
2012-07-11,5.930000,6.290000,5.810000,6.290000,6.290000,9189
2012-07-12,6.290000,6.500000,6.140000,6.210000,6.210000,35436
2012-07-13,6.210000,6.360000,6.050000,6.330000,6.330000,7396
2012-07-14,6.330000,6.320000,6.130000,6.220000,6.220000,3577
2012-07-15,6.220000,7.050000,6.220000,6.950000,6.950000,14280
2012-07-16,6.950000,7.600000,6.170000,7.090000,7.090000,43167
2012-07-17,7.090000,7.500000,7.090000,7.290000,7.290000,31235
2012-07-18,7.290000,7.710000,7.090000,7.140000,7.140000,52756
2012-07-19,7.140000,7.210000,6.230000,7.070000,7.070000,54149
2012-07-20,7.070000,7.750000,6.690000,7.360000,7.360000,26979
2012-07-21,7.360000,7.480000,6.880000,7.020000,7.020000,18932
2012-07-22,7.020000,7.400000,6.520000,7.100000,7.100000,36686
2012-07-23,7.100000,7.300000,7.000000,7.150000,7.150000,11607
2012-07-24,7.150000,7.300000,7.000000,7.300000,7.300000,49072
2012-07-25,7.300000,7.370000,7.160000,7.340000,7.340000,13962
2012-07-26,7.340000,7.400000,7.160000,7.240000,7.240000,19163
2012-07-27,7.240000,7.290000,7.000000,7.100000,7.100000,16529
2012-07-28,7.100000,7.270000,7.020000,7.020000,7.020000,3331
2012-07-29,7.020000,7.410000,7.010000,7.250000,7.250000,41485
2012-07-30,7.250000,7.600000,7.250000,7.500000,7.500000,43194
2012-07-31,7.500000,7.750000,7.480000,7.680000,7.680000,28611
2012-08-01,7.680000,8.930000,7.660000,8.560000,8.560000,52054
2012-08-02,8.560000,9.000000,8.450000,8.990000,8.990000,25196
2012-08-03,8.990000,9.350000,8.770000,8.870000,8.870000,22462
2012-08-04,8.870000,9.000000,8.300000,8.840000,8.840000,54300
2012-08-05,8.840000,8.950000,8.500000,8.860000,8.860000,39643
2012-08-06,8.860000,9.100000,8.700000,8.960000,8.960000,43501
2012-08-07,8.960000,9.100000,8.850000,9.000000,9.000000,21042
2012-08-08,9.000000,9.700000,8.690000,9.010000,9.010000,80215
2012-08-09,9.010000,9.320000,9.070000,9.320000,9.320000,20745
2012-08-10,9.320000,9.290000,9.160000,9.290000,9.290000,5859
2012-08-11,9.290000,9.400000,9.160000,9.250000,9.250000,17871
2012-08-12,9.250000,9.700000,9.280000,9.650000,9.650000,45811
2012-08-13,9.650000,9.900000,9.650000,9.900000,9.900000,37984
2012-08-14,9.900000,10.940000,9.840000,10.720000,10.720000,42585
2012-08-15,10.720000,11.000000,10.440000,10.990000,10.990000,43284
2012-08-16,10.990000,12.500000,8.510000,9.540000,9.540000,140710
2012-08-17,9.540000,10.710000,8.930000,9.420000,9.420000,64652
2012-08-18,9.420000,9.500000,6.170000,6.300000,6.300000,74416
2012-08-19,6.300000,8.560000,6.430000,8.080000,8.080000,74969
2012-08-20,8.080000,8.540000,7.950000,8.150000,8.150000,84004
2012-08-21,8.150000,8.250000,7.590000,7.910000,7.910000,70161
2012-08-22,7.910000,8.330000,7.750000,8.320000,8.320000,42547
2012-08-23,8.320000,8.490000,7.950000,8.450000,8.450000,26510
2012-08-24,8.450000,8.680000,8.100000,8.440000,8.440000,44640
2012-08-25,8.440000,8.680000,8.360000,8.680000,8.680000,17201
2012-08-26,8.680000,9.650000,8.500000,8.950000,8.950000,68802
2012-08-27,8.950000,9.100000,8.590000,8.690000,8.690000,29203
2012-08-28,8.690000,9.000000,8.620000,8.640000,8.640000,40794
2012-08-29,8.640000,8.890000,8.540000,8.540000,8.540000,28521
2012-08-30,8.540000,8.780000,7.810000,8.070000,8.070000,48800
2012-08-31,8.070000,8.110000,7.750000,8.100000,8.100000,9409
2012-09-01,8.100000,8.400000,7.850000,8.180000,8.180000,35460
2012-09-02,8.180000,8.400000,8.150000,8.400000,8.400000,13286
2012-09-03,8.400000,8.510000,8.170000,8.360000,8.360000,27697
2012-09-04,8.360000,8.700000,8.260000,8.700000,8.700000,32955
2012-09-05,8.700000,8.900000,8.500000,8.820000,8.820000,26847
2012-09-06,8.820000,8.850000,8.490000,8.600000,8.600000,27345
2012-09-07,8.600000,8.860000,8.400000,8.730000,8.730000,15965
2012-09-08,8.730000,8.800000,8.450000,8.640000,8.640000,21012
2012-09-09,8.640000,8.790000,8.600000,8.640000,8.640000,10166
2012-09-10,8.640000,8.900000,8.350000,8.710000,8.710000,98111
2012-09-11,8.710000,8.900000,8.630000,8.730000,8.730000,22110
2012-09-12,8.730000,9.060000,8.550000,8.800000,8.800000,52164
2012-09-13,8.800000,9.020000,8.750000,9.000000,9.000000,27216
2012-09-14,9.000000,9.010000,8.770000,8.950000,8.950000,24824
2012-09-15,8.950000,9.100000,8.920000,8.980000,8.980000,25933
2012-09-16,8.980000,9.090000,8.960000,8.970000,8.970000,17959
2012-09-17,8.970000,9.430000,8.970000,9.410000,9.410000,39146
2012-09-18,9.410000,9.750000,9.410000,9.460000,9.460000,62343
2012-09-19,9.460000,9.700000,9.320000,9.450000,9.450000,28502
2012-09-20,9.450000,9.680000,9.410000,9.570000,9.570000,26040
2012-09-21,9.570000,9.550000,9.300000,9.400000,9.400000,18425
2012-09-22,9.400000,9.430000,9.120000,9.370000,9.370000,19384
2012-09-23,9.370000,9.490000,9.080000,9.210000,9.210000,34224
2012-09-24,9.210000,9.450000,9.200000,9.310000,9.310000,19647
2012-09-25,9.310000,9.500000,9.310000,9.500000,9.500000,16648
2012-09-26,9.500000,9.650000,9.390000,9.650000,9.650000,25754
2012-09-27,9.650000,9.700000,9.460000,9.580000,9.580000,18478
