Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,50,225.0,200.0,220.0,220.0,250.0
2000-01-02,51,225.0,200.0,220.0,220.0,250.0
2000-01-03,52,225.0,200.0,220.0,220.0,250.0
2000-01-04,53,225.0,200.0,220.0,220.0,250.0
2000-01-05,54,225.0,200.0,220.0,220.0,250.0
2000-01-06,55,225.0,200.0,220.0,220.0,250.0
2000-01-07,56,225.0,200.0,220.0,220.0,250.0
2000-01-08,57,225.0,200.0,220.0,220.0,250.0
2000-01-09,58,225.0,200.0,220.0,220.0,250.0
2000-01-10,59,225.0,200.0,220.0,220.0,250.0
2000-01-11,60,225.0,200.0,220.0,220.0,250.0
2000-01-12,61,225.0,200.0,220.0,220.0,250.0
2000-01-13,62,225.0,200.0,220.0,220.0,250.0
2000-01-14,63,225.0,200.0,220.0,220.0,250.0
2000-01-15,64,225.0,200.0,220.0,220.0,250.0
2000-01-16,65,225.0,200.0,220.0,220.0,250.0
2000-01-17,66,225.0,200.0,220.0,220.0,250.0
2000-01-18,67,225.0,200.0,220.0,220.0,250.0
2000-01-19,68,225.0,200.0,220.0,220.0,250.0
2000-01-20,69,225.0,200.0,220.0,220.0,250.0
2000-01-21,70,225.0,200.0,220.0,220.0,250.0
2000-01-22,69,225.0,200.0,220.0,220.0,250.0
2000-01-23,68,225.0,200.0,220.0,220.0,250.0
2000-01-24,67,225.0,200.0,220.0,220.0,250.0
2000-01-25,66,225.0,200.0,220.0,220.0,250.0
2000-01-26,65,225.0,200.0,220.0,220.0,250.0
2000-01-27,64,225.0,200.0,220.0,220.0,250.0
2000-01-28,63,225.0,200.0,220.0,220.0,250.0
2000-01-29,62,225.0,200.0,220.0,220.0,250.0
2000-01-30,61,225.0,200.0,220.0,220.0,250.0
2000-01-31,60,225.0,200.0,220.0,220.0,250.0
2000-02-01,59,225.0,200.0,220.0,220.0,250.0
2000-02-02,58,225.0,200.0,220.0,220.0,250.0
2000-02-03,57,225.0,200.0,220.0,220.0,250.0
2000-02-04,56,225.0,200.0,220.0,220.0,250.0
2000-02-05,55,225.0,200.0,220.0,220.0,250.0
2000-02-06,54,225.0,200.0,220.0,220.0,250.0
2000-02-07,53,225.0,200.0,220.0,220.0,250.0
2000-02-08,52,225.0,200.0,220.0,220.0,250.0
2000-02-09,51,225.0,200.0,220.0,220.0,250.0
2000-02-10,50,225.0,200.0,220.0,220.0,250.0
2000-02-11,51,225.0,200.0,220.0,220.0,250.0
2000-02-12,52,225.0,200.0,220.0,220.0,250.0
2000-02-13,53,225.0,200.0,220.0,220.0,250.0
2000-02-14,54,225.0,200.0,220.0,220.0,250.0
2000-02-15,55,225.0,200.0,220.0,220.0,250.0
2000-02-16,56,225.0,200.0,220.0,220.0,250.0
2000-02-17,57,225.0,200.0,220.0,220.0,250.0
2000-02-18,58,225.0,200.0,220.0,220.0,250.0
2000-02-19,59,225.0,200.0,220.0,220.0,250.0
2000-02-20,60,225.0,200.0,220.0,220.0,250.0
2000-02-21,61,225.0,200.0,220.0,220.0,250.0
2000-02-22,62,225.0,200.0,220.0,220.0,250.0
2000-02-23,63,225.0,200.0,220.0,220.0,250.0
2000-02-24,64,225.0,200.0,220.0,220.0,250.0
2000-02-25,65,225.0,200.0,220.0,220.0,250.0
2000-02-26,66,225.0,200.0,220.0,220.0,250.0
2000-02-27,69,225.0,200.0,220.0,220.0,250.0
2000-02-28,73,225.0,200.0,220.0,220.0,250.0
2000-02-29,77,225.0,200.0,220.0,220.0,250.0
2000-03-01,80,225.0,200.0,220.0,220.0,250.0
2000-03-02,69,225.0,200.0,220.0,220.0,250.0
2000-03-03,68,225.0,200.0,220.0,220.0,250.0
2000-03-04,67,225.0,200.0,220.0,220.0,250.0
2000-03-05,66,225.0,200.0,220.0,220.0,250.0
2000-03-06,65,225.0,200.0,220.0,220.0,250.0
2000-03-07,64,225.0,200.0,220.0,220.0,250.0
2000-03-08,63,225.0,200.0,220.0,220.0,250.0
2000-03-09,64,225.0,200.0,220.0,220.0,250.0
2000-03-10,66,225.0,200.0,220.0,220.0,250.0
2000-03-11,68,225.0,200.0,220.0,220.0,250.0
2000-03-12,70,225.0,200.0,220.0,220.0,250.0
2000-03-13,68,225.0,200.0,220.0,220.0,250.0
2000-03-14,63,225.0,200.0,220.0,220.0,250.0
2000-03-15,60,225.0,200.0,220.0,220.0,250.0
2000-03-16,50,225.0,200.0,220.0,220.0,250.0
2000-03-17,52,225.0,200.0,220.0,220.0,250.0
2000-03-18,53,225.0,200.0,220.0,220.0,250.0
2000-03-19,52,225.0,200.0,220.0,220.0,250.0
2000-03-20,51,225.0,200.0,220.0,220.0,250.0
2000-03-21,50,225.0,200.0,220.0,220.0,250.0
2000-03-22,51,225.0,200.0,220.0,220.0,250.0
2000-03-23,52,225.0,200.0,220.0,220.0,250.0
2000-03-24,53,225.0,200.0,220.0,220.0,250.0
2000-03-25,54,225.0,200.0,220.0,220.0,250.0
2000-03-26,55,225.0,200.0,220.0,220.0,250.0
2000-03-27,56,225.0,200.0,220.0,220.0,250.0
2000-03-28,57,225.0,200.0,220.0,220.0,250.0
2000-03-29,58,225.0,200.0,220.0,220.0,250.0
2000-03-30,59,225.0,200.0,220.0,220.0,250.0
2000-03-31,60,225.0,200.0,220.0,220.0,250.0
2000-04-01,61,225.0,200.0,220.0,220.0,250.0
2000-04-02,62,225.0,200.0,220.0,220.0,250.0
2000-04-03,63,225.0,200.0,220.0,220.0,250.0
2000-04-04,64,225.0,200.0,220.0,220.0,250.0
2000-04-05,65,225.0,200.0,220.0,220.0,250.0
2000-04-06,66,225.0,200.0,220.0,220.0,250.0
2000-04-07,67,225.0,200.0,220.0,220.0,250.0
2000-04-08,68,225.0,200.0,220.0,220.0,250.0
2000-04-09,69,225.0,200.0,220.0,220.0,250.0
2000-04-10,70,225.0,200.0,220.0,220.0,250.0
2000-04-11,69,225.0,200.0,220.0,220.0,250.0
2000-04-12,68,225.0,200.0,220.0,220.0,250.0
2000-04-13,67,225.0,200.0,220.0,220.0,250.0
2000-04-14,66,225.0,200.0,220.0,220.0,250.0
2000-04-15,65,225.0,200.0,220.0,220.0,250.0
2000-04-16,64,225.0,200.0,220.0,220.0,250.0
2000-04-17,63,225.0,200.0,220.0,220.0,250.0
2000-04-18,62,225.0,200.0,220.0,220.0,250.0
